id,delivery_method,customer_id,order_date,ship_date,status,payment_type
17652,Express,1959,2025-07-29,2025-08-05,Shipped,Card
17653,Express,587,2024-05-12,2024-05-17,Pending,Card
17654,Express,636,2024-12-21,2024-12-27,Delivered,Cash on Delivery
17655,Standard,1299,2024-05-08,2024-05-15,Shipped,Card
17656,Pickup,867,2025-06-02,2025-06-05,Shipped,Cash on Delivery
17657,Pickup,1565,2025-03-17,2025-03-23,Pending,Bank Transfer
17658,Standard,1659,2023-10-05,2023-10-12,Delivered,Card
17659,Pickup,1255,2024-12-20,2024-12-24,Pending,Card
17660,Standard,266,2024-02-12,2024-02-14,Delivered,Bank Transfer
17661,Standard,251,2024-01-04,2024-01-09,Delivered,Card
17662,Pickup,302,2025-02-04,2025-02-07,Delivered,Card
17663,Standard,449,2025-08-13,2025-08-18,Shipped,Cash on Delivery
17664,Standard,224,2025-06-10,2025-06-14,Delivered,Bank Transfer
17665,Pickup,1072,2025-07-23,2025-07-29,Delivered,Cash on Delivery
17666,Standard,1875,2024-05-19,2024-05-25,Pending,Card
17667,Express,24,2025-05-04,2025-05-10,Pending,Cash on Delivery
17668,Standard,1966,2024-02-03,2024-02-06,Delivered,Bank Transfer
17669,Standard,452,2025-07-26,2025-08-02,Shipped,Card
17670,Pickup,1013,2025-02-22,2025-02-24,Shipped,Card
17671,Standard,643,2025-05-07,2025-05-11,Delivered,Cash on Delivery
17672,Standard,281,2025-04-13,2025-04-18,Delivered,Card
17673,Standard,1622,2024-05-26,2024-06-02,Shipped,Card
17674,Express,1328,2024-09-21,2024-09-28,Pending,Bank Transfer
17675,Express,1469,2025-07-21,2025-07-24,Delivered,Card
17676,Standard,411,2025-05-11,2025-05-18,Shipped,Cash on Delivery
17677,Express,1923,2024-09-24,2024-09-27,Delivered,Bank Transfer
17678,Pickup,1616,2024-07-15,2024-07-19,Shipped,Card
17679,Express,1537,2024-09-13,2024-09-19,Pending,Card
17680,Standard,1592,2025-05-28,2025-05-30,Pending,Cash on Delivery
17681,Express,600,2025-04-29,2025-05-03,Delivered,Card
17682,Standard,994,2025-07-31,2025-08-04,Pending,Cash on Delivery
17683,Pickup,188,2024-12-21,2024-12-24,Delivered,Cash on Delivery
17684,Express,1324,2025-02-12,2025-02-18,Shipped,Cash on Delivery
17685,Standard,430,2025-08-14,2025-08-20,Pending,Cash on Delivery
17686,Pickup,1848,2025-08-11,2025-08-16,Shipped,Bank Transfer
17687,Pickup,354,2025-06-30,2025-07-04,Delivered,Card
17688,Standard,1767,2024-01-16,2024-01-20,Shipped,Bank Transfer
17689,Express,556,2025-02-10,2025-02-14,Shipped,Cash on Delivery
17690,Express,1730,2024-08-11,2024-08-14,Delivered,Cash on Delivery
17691,Pickup,1961,2024-04-19,2024-04-24,Delivered,Bank Transfer
17692,Pickup,1108,2025-05-02,2025-05-09,Delivered,Cash on Delivery
17693,Standard,1915,2024-07-24,2024-07-30,Pending,Cash on Delivery
17694,Express,1263,2025-07-20,2025-07-23,Pending,Cash on Delivery
17695,Pickup,1942,2025-08-09,2025-08-13,Shipped,Cash on Delivery
17696,Express,1531,2025-07-24,2025-07-30,Shipped,Cash on Delivery
17697,Pickup,1847,2025-07-25,2025-07-30,Shipped,Cash on Delivery
17698,Express,1561,2024-06-12,2024-06-14,Delivered,Bank Transfer
17699,Pickup,1214,2025-03-10,2025-03-14,Delivered,Bank Transfer
17700,Pickup,828,2025-08-02,2025-08-08,Shipped,Cash on Delivery
17701,Express,1697,2025-06-06,2025-06-13,Shipped,Bank Transfer
17702,Pickup,94,2025-04-21,2025-04-28,Pending,Cash on Delivery
17703,Standard,108,2025-05-06,2025-05-08,Shipped,Cash on Delivery
17704,Standard,1238,2025-08-12,2025-08-16,Delivered,Card
17705,Pickup,1335,2025-08-14,2025-08-19,Shipped,Cash on Delivery
17706,Express,611,2024-08-06,2024-08-10,Delivered,Bank Transfer
17707,Express,1946,2024-11-03,2024-11-08,Delivered,Card
17708,Standard,876,2024-04-11,2024-04-16,Pending,Bank Transfer
17709,Pickup,1155,2025-05-02,2025-05-07,Delivered,Bank Transfer
17710,Pickup,1334,2024-03-04,2024-03-08,Delivered,Cash on Delivery
17711,Pickup,1389,2025-08-06,2025-08-12,Pending,Cash on Delivery
17712,Standard,818,2024-12-12,2024-12-18,Shipped,Bank Transfer
17713,Express,994,2024-10-03,2024-10-06,Pending,Cash on Delivery
17714,Pickup,352,2025-04-09,2025-04-16,Shipped,Card
17715,Express,1636,2025-07-26,2025-07-29,Pending,Bank Transfer
17716,Standard,907,2024-10-22,2024-10-24,Pending,Card
17717,Pickup,1724,2025-02-23,2025-02-27,Delivered,Cash on Delivery
17718,Pickup,848,2025-07-03,2025-07-08,Shipped,Card
17719,Standard,1711,2025-05-08,2025-05-15,Shipped,Cash on Delivery
17720,Express,854,2025-05-24,2025-05-29,Pending,Cash on Delivery
17721,Standard,1497,2025-06-23,2025-06-29,Shipped,Card
17722,Express,1609,2025-06-02,2025-06-04,Shipped,Card
17723,Pickup,1926,2025-02-16,2025-02-21,Shipped,Bank Transfer
17724,Standard,1237,2025-04-20,2025-04-24,Pending,Cash on Delivery
17725,Express,1844,2025-05-12,2025-05-17,Delivered,Card
17726,Standard,383,2025-06-04,2025-06-11,Shipped,Bank Transfer
17727,Standard,1729,2023-11-22,2023-11-26,Delivered,Cash on Delivery
17728,Pickup,1046,2025-07-21,2025-07-28,Delivered,Bank Transfer
17729,Express,1183,2025-03-11,2025-03-13,Shipped,Bank Transfer
17730,Pickup,17,2025-03-24,2025-03-28,Delivered,Cash on Delivery
17731,Standard,1175,2025-01-10,2025-01-14,Pending,Card
17732,Standard,591,2025-07-26,2025-07-30,Pending,Cash on Delivery
17733,Express,1775,2025-05-11,2025-05-15,Delivered,Cash on Delivery
17734,Pickup,1731,2025-06-20,2025-06-27,Delivered,Cash on Delivery
17735,Standard,1618,2025-08-07,2025-08-12,Shipped,Bank Transfer
17736,Pickup,896,2025-03-03,2025-03-06,Pending,Card
17737,Pickup,1799,2025-06-13,2025-06-16,Delivered,Card
17738,Standard,1014,2025-03-15,2025-03-17,Pending,Bank Transfer
17739,Standard,1177,2025-06-26,2025-06-30,Delivered,Bank Transfer
17740,Pickup,230,2025-05-04,2025-05-07,Delivered,Cash on Delivery
17741,Express,213,2024-09-05,2024-09-09,Shipped,Bank Transfer
17742,Pickup,801,2025-07-12,2025-07-14,Shipped,Bank Transfer
17743,Standard,1404,2025-07-23,2025-07-29,Shipped,Cash on Delivery
17744,Standard,524,2024-03-25,2024-03-27,Shipped,Card
17745,Pickup,1372,2025-01-16,2025-01-19,Shipped,Card
17746,Pickup,1335,2025-08-14,2025-08-19,Shipped,Cash on Delivery
17747,Standard,843,2025-02-25,2025-03-03,Delivered,Bank Transfer
17748,Standard,1068,2025-01-18,2025-01-23,Shipped,Cash on Delivery
17749,Pickup,269,2024-10-23,2024-10-25,Shipped,Card
17750,Express,1120,2025-04-01,2025-04-08,Shipped,Card
17751,Express,453,2024-08-01,2024-08-04,Pending,Card
17752,Pickup,16,2024-10-04,2024-10-07,Shipped,Bank Transfer
17753,Standard,1755,2024-09-22,2024-09-28,Shipped,Bank Transfer
17754,Pickup,811,2025-08-11,2025-08-18,Delivered,Bank Transfer
17755,Express,1095,2025-08-12,2025-08-19,Delivered,Card
17756,Pickup,1171,2025-03-03,2025-03-09,Shipped,Bank Transfer
17757,Standard,1172,2024-04-26,2024-05-02,Pending,Card
17758,Express,254,2024-10-10,2024-10-13,Shipped,Card
17759,Pickup,677,2025-07-12,2025-07-16,Pending,Card
17760,Standard,564,2025-01-16,2025-01-23,Pending,Bank Transfer
17761,Standard,1199,2025-07-29,2025-08-05,Shipped,Bank Transfer
17762,Pickup,369,2024-12-06,2024-12-08,Delivered,Cash on Delivery
17763,Standard,966,2024-10-19,2024-10-23,Shipped,Cash on Delivery
17764,Standard,341,2025-05-11,2025-05-17,Shipped,Bank Transfer
17765,Standard,1349,2024-09-25,2024-10-01,Shipped,Cash on Delivery
17766,Standard,366,2025-06-23,2025-06-28,Shipped,Card
17767,Express,1316,2025-08-12,2025-08-15,Pending,Card
17768,Standard,439,2025-06-28,2025-07-05,Shipped,Cash on Delivery
17769,Pickup,412,2025-07-09,2025-07-11,Delivered,Bank Transfer
17770,Pickup,577,2025-06-14,2025-06-21,Pending,Card
17771,Express,808,2025-03-22,2025-03-27,Shipped,Card
17772,Standard,242,2025-08-03,2025-08-07,Delivered,Bank Transfer
17773,Standard,855,2025-04-15,2025-04-22,Delivered,Bank Transfer
17774,Pickup,427,2025-02-01,2025-02-05,Pending,Bank Transfer
17775,Pickup,1439,2024-09-01,2024-09-03,Pending,Cash on Delivery
17776,Pickup,1278,2024-06-30,2024-07-04,Delivered,Bank Transfer
17777,Standard,1100,2024-12-05,2024-12-07,Delivered,Bank Transfer
17778,Pickup,310,2025-08-12,2025-08-17,Pending,Cash on Delivery
17779,Express,553,2024-11-07,2024-11-14,Shipped,Bank Transfer
17780,Standard,1573,2025-08-13,2025-08-20,Shipped,Cash on Delivery
17781,Standard,1238,2024-11-19,2024-11-24,Delivered,Cash on Delivery
17782,Pickup,769,2025-05-13,2025-05-19,Shipped,Bank Transfer
17783,Standard,497,2023-12-27,2023-12-31,Delivered,Bank Transfer
17784,Standard,1505,2024-12-27,2024-12-30,Shipped,Cash on Delivery
17785,Pickup,500,2024-12-21,2024-12-28,Shipped,Cash on Delivery
17786,Express,1480,2025-03-16,2025-03-21,Pending,Card
17787,Pickup,1045,2025-02-05,2025-02-11,Pending,Cash on Delivery
17788,Standard,350,2024-12-21,2024-12-27,Delivered,Bank Transfer
17789,Standard,3,2024-10-16,2024-10-23,Delivered,Card
17790,Express,450,2025-04-29,2025-05-02,Shipped,Card
17791,Standard,717,2025-07-22,2025-07-28,Delivered,Card
17792,Express,1295,2024-11-11,2024-11-18,Shipped,Card
17793,Express,1235,2025-07-21,2025-07-27,Pending,Cash on Delivery
17794,Standard,296,2024-11-13,2024-11-17,Delivered,Bank Transfer
17795,Standard,1003,2025-04-14,2025-04-17,Shipped,Bank Transfer
17796,Pickup,1891,2025-02-10,2025-02-14,Pending,Cash on Delivery
17797,Pickup,261,2025-06-12,2025-06-17,Pending,Card
17798,Pickup,1409,2025-01-09,2025-01-13,Shipped,Card
17799,Standard,19,2025-02-02,2025-02-06,Pending,Card
17800,Express,1479,2025-06-19,2025-06-26,Pending,Card
17801,Pickup,977,2025-05-29,2025-06-01,Shipped,Bank Transfer
17802,Pickup,1803,2023-12-24,2023-12-27,Delivered,Cash on Delivery
17803,Express,1714,2025-05-04,2025-05-07,Pending,Bank Transfer
17804,Express,1265,2025-03-21,2025-03-28,Pending,Bank Transfer
17805,Standard,1303,2024-03-22,2024-03-26,Pending,Cash on Delivery
17806,Standard,918,2025-07-25,2025-07-29,Shipped,Cash on Delivery
17807,Standard,1361,2024-09-12,2024-09-14,Pending,Bank Transfer
17808,Standard,321,2025-03-31,2025-04-05,Delivered,Cash on Delivery
17809,Pickup,740,2025-05-31,2025-06-02,Delivered,Card
17810,Standard,1057,2025-02-25,2025-02-28,Shipped,Cash on Delivery
17811,Standard,173,2025-08-10,2025-08-12,Shipped,Cash on Delivery
17812,Standard,1682,2025-05-04,2025-05-08,Delivered,Cash on Delivery
17813,Pickup,1172,2025-07-03,2025-07-07,Shipped,Bank Transfer
17814,Pickup,1301,2025-04-22,2025-04-28,Shipped,Card
17815,Standard,869,2025-01-21,2025-01-28,Delivered,Bank Transfer
17816,Standard,318,2025-08-01,2025-08-06,Delivered,Cash on Delivery
17817,Pickup,1131,2024-01-29,2024-02-01,Pending,Card
17818,Standard,570,2025-02-03,2025-02-06,Pending,Card
17819,Express,1416,2025-08-12,2025-08-15,Pending,Bank Transfer
17820,Express,1980,2025-02-07,2025-02-10,Shipped,Cash on Delivery
17821,Express,813,2024-10-21,2024-10-28,Pending,Cash on Delivery
17822,Express,1878,2025-03-18,2025-03-22,Shipped,Cash on Delivery
17823,Express,942,2025-07-27,2025-08-02,Delivered,Bank Transfer
17824,Pickup,1198,2025-07-14,2025-07-21,Shipped,Cash on Delivery
17825,Standard,1623,2023-10-25,2023-10-30,Pending,Bank Transfer
17826,Pickup,1268,2023-09-15,2023-09-18,Pending,Bank Transfer
17827,Express,1625,2024-11-29,2024-12-06,Shipped,Card
17828,Express,1567,2025-08-03,2025-08-08,Pending,Cash on Delivery
17829,Pickup,1747,2024-06-21,2024-06-28,Delivered,Bank Transfer
17830,Standard,1563,2024-05-07,2024-05-12,Shipped,Card
17831,Express,400,2025-06-14,2025-06-19,Shipped,Bank Transfer
17832,Standard,1584,2024-03-16,2024-03-21,Pending,Cash on Delivery
17833,Pickup,1280,2024-12-05,2024-12-11,Shipped,Card
17834,Express,455,2025-07-29,2025-08-04,Shipped,Card
17835,Standard,440,2025-03-26,2025-03-29,Shipped,Bank Transfer
17836,Pickup,1985,2024-10-08,2024-10-12,Delivered,Cash on Delivery
17837,Pickup,1756,2024-07-02,2024-07-08,Pending,Bank Transfer
17838,Standard,462,2025-07-27,2025-07-31,Shipped,Cash on Delivery
17839,Pickup,190,2025-07-03,2025-07-05,Delivered,Bank Transfer
17840,Pickup,425,2025-06-09,2025-06-11,Delivered,Cash on Delivery
17841,Pickup,1921,2025-07-22,2025-07-28,Delivered,Card
17842,Express,310,2025-08-11,2025-08-13,Delivered,Card
17843,Pickup,431,2024-05-30,2024-06-01,Pending,Card
17844,Pickup,1418,2025-06-08,2025-06-12,Delivered,Card
17845,Express,1306,2025-04-30,2025-05-04,Pending,Cash on Delivery
17846,Standard,1540,2025-04-26,2025-05-03,Shipped,Cash on Delivery
17847,Express,623,2025-07-27,2025-07-31,Delivered,Card
17848,Pickup,1998,2024-06-29,2024-07-03,Shipped,Bank Transfer
17849,Express,32,2025-04-07,2025-04-10,Delivered,Cash on Delivery
17850,Express,1162,2024-10-05,2024-10-08,Delivered,Card
17851,Pickup,499,2025-06-18,2025-06-24,Delivered,Bank Transfer
17852,Standard,1717,2025-07-21,2025-07-27,Pending,Card
17853,Pickup,874,2025-02-05,2025-02-08,Shipped,Bank Transfer
17854,Pickup,815,2025-05-01,2025-05-04,Shipped,Bank Transfer
17855,Express,636,2024-02-01,2024-02-06,Pending,Bank Transfer
17856,Express,430,2025-08-14,2025-08-17,Shipped,Cash on Delivery
17857,Pickup,622,2025-07-31,2025-08-02,Shipped,Bank Transfer
17858,Standard,864,2025-05-26,2025-05-29,Shipped,Bank Transfer
17859,Pickup,756,2025-07-21,2025-07-23,Delivered,Cash on Delivery
17860,Standard,1007,2025-06-26,2025-07-03,Shipped,Cash on Delivery
17861,Express,886,2025-05-30,2025-06-01,Shipped,Card
17862,Express,1184,2024-10-19,2024-10-22,Pending,Bank Transfer
17863,Pickup,973,2025-08-13,2025-08-19,Delivered,Bank Transfer
17864,Standard,182,2025-08-08,2025-08-10,Pending,Card
17865,Standard,1324,2024-02-21,2024-02-28,Delivered,Cash on Delivery
17866,Standard,1704,2024-04-02,2024-04-04,Shipped,Card
17867,Standard,114,2024-07-16,2024-07-23,Pending,Card
17868,Standard,1316,2024-11-01,2024-11-05,Shipped,Cash on Delivery
17869,Pickup,1536,2025-08-06,2025-08-13,Shipped,Card
17870,Standard,1,2025-01-03,2025-01-09,Delivered,Card
17871,Standard,974,2025-03-03,2025-03-08,Shipped,Bank Transfer
17872,Express,1801,2025-05-08,2025-05-10,Shipped,Card
17873,Pickup,523,2024-03-20,2024-03-23,Shipped,Card
17874,Pickup,1151,2024-09-16,2024-09-18,Shipped,Cash on Delivery
17875,Pickup,484,2024-09-06,2024-09-08,Shipped,Bank Transfer
17876,Standard,1964,2025-05-05,2025-05-08,Pending,Bank Transfer
17877,Express,132,2025-06-04,2025-06-08,Delivered,Card
17878,Express,377,2024-10-03,2024-10-08,Shipped,Bank Transfer
17879,Express,1131,2025-05-08,2025-05-15,Pending,Cash on Delivery
17880,Express,804,2024-11-29,2024-12-05,Pending,Card
17881,Standard,1002,2025-08-12,2025-08-18,Delivered,Bank Transfer
17882,Pickup,1425,2025-04-24,2025-04-27,Delivered,Bank Transfer
17883,Pickup,488,2025-07-07,2025-07-12,Delivered,Bank Transfer
17884,Express,1996,2025-04-19,2025-04-23,Shipped,Cash on Delivery
17885,Standard,330,2024-11-13,2024-11-16,Pending,Cash on Delivery
17886,Standard,585,2025-03-18,2025-03-25,Shipped,Bank Transfer
17887,Standard,777,2025-03-19,2025-03-25,Delivered,Card
17888,Express,1058,2024-08-20,2024-08-27,Delivered,Cash on Delivery
17889,Standard,296,2025-05-24,2025-05-29,Delivered,Cash on Delivery
17890,Express,1699,2025-03-05,2025-03-07,Delivered,Bank Transfer
17891,Express,961,2025-05-28,2025-05-31,Shipped,Cash on Delivery
17892,Express,1754,2025-02-14,2025-02-18,Shipped,Bank Transfer
17893,Pickup,48,2025-04-14,2025-04-16,Shipped,Cash on Delivery
17894,Pickup,1182,2025-06-27,2025-07-01,Pending,Bank Transfer
17895,Pickup,1435,2024-12-26,2024-12-30,Shipped,Cash on Delivery
17896,Pickup,228,2025-01-10,2025-01-14,Shipped,Cash on Delivery
17897,Standard,1437,2025-05-17,2025-05-22,Delivered,Bank Transfer
17898,Express,1674,2025-01-20,2025-01-24,Delivered,Cash on Delivery
17899,Standard,381,2025-06-07,2025-06-13,Shipped,Cash on Delivery
17900,Express,1940,2024-05-07,2024-05-12,Shipped,Card
17901,Standard,1719,2025-01-10,2025-01-17,Pending,Cash on Delivery
17902,Pickup,977,2025-07-29,2025-08-04,Delivered,Card
17903,Express,540,2025-06-28,2025-07-05,Pending,Card
17904,Pickup,2000,2025-05-03,2025-05-09,Shipped,Card
17905,Express,478,2025-03-22,2025-03-27,Delivered,Bank Transfer
17906,Standard,404,2024-10-14,2024-10-18,Delivered,Cash on Delivery
17907,Pickup,1694,2025-05-11,2025-05-14,Pending,Bank Transfer
17908,Express,390,2025-02-15,2025-02-17,Pending,Cash on Delivery
17909,Pickup,306,2024-05-08,2024-05-12,Delivered,Bank Transfer
17910,Express,1224,2024-12-03,2024-12-08,Pending,Cash on Delivery
17911,Standard,1965,2024-11-11,2024-11-15,Delivered,Card
17912,Express,255,2025-03-24,2025-03-29,Pending,Bank Transfer
17913,Standard,1177,2025-07-02,2025-07-04,Delivered,Bank Transfer
17914,Pickup,563,2024-08-27,2024-08-31,Pending,Bank Transfer
17915,Express,1377,2025-05-12,2025-05-14,Delivered,Card
17916,Standard,1982,2025-05-07,2025-05-09,Pending,Card
17917,Standard,1278,2025-06-01,2025-06-05,Shipped,Card
17918,Standard,586,2025-03-08,2025-03-15,Shipped,Card
17919,Pickup,685,2025-05-11,2025-05-15,Pending,Cash on Delivery
17920,Pickup,241,2025-06-11,2025-06-13,Delivered,Cash on Delivery
17921,Standard,751,2025-07-04,2025-07-08,Shipped,Bank Transfer
17922,Express,640,2025-04-15,2025-04-19,Pending,Card
17923,Standard,1047,2024-12-15,2024-12-21,Pending,Bank Transfer
17924,Standard,637,2025-07-06,2025-07-09,Shipped,Card
17925,Standard,81,2025-04-12,2025-04-19,Pending,Card
17926,Pickup,493,2025-02-03,2025-02-07,Shipped,Cash on Delivery
17927,Pickup,24,2024-05-26,2024-05-30,Delivered,Card
17928,Standard,445,2025-07-16,2025-07-19,Delivered,Card
17929,Standard,727,2025-02-13,2025-02-16,Delivered,Cash on Delivery
17930,Express,835,2025-07-05,2025-07-10,Shipped,Card
17931,Pickup,361,2024-09-10,2024-09-16,Pending,Bank Transfer
17932,Pickup,1982,2025-06-22,2025-06-24,Shipped,Cash on Delivery
17933,Pickup,1727,2024-12-18,2024-12-24,Delivered,Bank Transfer
17934,Pickup,1503,2025-05-07,2025-05-10,Shipped,Card
17935,Express,1607,2024-11-11,2024-11-14,Shipped,Cash on Delivery
17936,Pickup,1932,2024-10-28,2024-11-04,Delivered,Bank Transfer
17937,Standard,93,2024-02-18,2024-02-21,Delivered,Bank Transfer
17938,Express,1493,2025-07-14,2025-07-18,Delivered,Bank Transfer
17939,Express,491,2025-03-19,2025-03-23,Shipped,Cash on Delivery
17940,Pickup,116,2024-08-19,2024-08-22,Pending,Card
17941,Express,1700,2025-07-22,2025-07-27,Pending,Cash on Delivery
17942,Express,1178,2025-04-30,2025-05-03,Delivered,Cash on Delivery
17943,Pickup,944,2025-04-07,2025-04-13,Delivered,Card
17944,Pickup,1465,2025-02-01,2025-02-04,Delivered,Cash on Delivery
17945,Express,248,2025-04-26,2025-04-29,Shipped,Bank Transfer
17946,Standard,1096,2024-12-17,2024-12-21,Delivered,Cash on Delivery
17947,Standard,773,2025-01-18,2025-01-20,Delivered,Bank Transfer
17948,Standard,1584,2025-06-28,2025-06-30,Shipped,Card
17949,Express,1150,2025-05-31,2025-06-02,Pending,Cash on Delivery
17950,Pickup,882,2024-10-17,2024-10-22,Shipped,Bank Transfer
17951,Standard,75,2024-06-30,2024-07-03,Shipped,Cash on Delivery
17952,Standard,420,2025-01-02,2025-01-06,Delivered,Cash on Delivery
17953,Express,920,2024-11-01,2024-11-04,Pending,Cash on Delivery
17954,Express,1646,2025-01-30,2025-02-02,Shipped,Bank Transfer
17955,Express,1109,2025-06-08,2025-06-12,Pending,Card
17956,Express,1551,2025-06-27,2025-07-02,Delivered,Card
17957,Standard,600,2025-07-19,2025-07-25,Pending,Cash on Delivery
17958,Express,878,2024-05-24,2024-05-27,Delivered,Card
17959,Standard,1111,2025-07-10,2025-07-13,Shipped,Card
17960,Pickup,654,2025-03-01,2025-03-07,Shipped,Card
17961,Express,1971,2024-10-09,2024-10-16,Pending,Cash on Delivery
17962,Express,1639,2025-06-28,2025-07-01,Shipped,Cash on Delivery
17963,Express,1880,2025-03-15,2025-03-22,Shipped,Bank Transfer
17964,Pickup,196,2025-06-06,2025-06-10,Pending,Bank Transfer
17965,Express,686,2025-04-11,2025-04-18,Delivered,Card
17966,Pickup,1278,2025-05-06,2025-05-12,Delivered,Card
17967,Express,303,2025-01-09,2025-01-11,Pending,Cash on Delivery
17968,Standard,342,2025-05-31,2025-06-07,Shipped,Bank Transfer
17969,Express,1851,2024-12-28,2025-01-02,Pending,Bank Transfer
17970,Pickup,430,2025-08-14,2025-08-16,Delivered,Cash on Delivery
17971,Express,1132,2024-10-22,2024-10-26,Delivered,Cash on Delivery
17972,Express,287,2025-07-19,2025-07-25,Pending,Cash on Delivery
17973,Standard,1736,2024-10-14,2024-10-18,Shipped,Bank Transfer
17974,Pickup,1734,2025-07-15,2025-07-17,Pending,Cash on Delivery
